"2019183143","2019183143131300","1313","0","assault-simple","other-crimes-against-persons","3/17/2019 11:00:00 AM","","3/23/2019 3:09:00 PM","800 BLOCK 17TH ST","3142808","1697334","-104.99213540","39.74689070","6","611","cbd","1","0"
"2019183099","2019183099544100","5441","0","traffic-accident","traffic-accident","3/23/2019 2:28:00 PM","","3/23/2019 2:30:00 PM","W ALAMEDA AVE / S SANTA FE DR","3141472","1684323","-104.99714260","39.71119340","3","312","baker","0","1"
"2019185714","2019185714544100","5441","0","traffic-accident","traffic-accident","3/24/2019 9:11:00 PM","","3/24/2019 9:27:00 PM","","3128396","1677674","-105.04373870","39.69312990","4","421","mar-lee","0","1"
"2019184792","2019184792131500","1315","0","aggravated-assault","aggravated-assault","3/24/2019 11:38:00 AM","","3/24/2019 11:38:00 AM","3100 BLK W 17TH AVE","3132832","1696112","-105.02763470","39.74368380","1","121","west-colfax","1","0"
"2019181901","2019181901549900","5499","0","traf-other","all-other-crimes","3/22/2019 9:30:00 PM","","3/22/2019 10:38:00 PM","E 30TH AVE / N JASMINE ST","3163409","1702296","-104.91876150","39.76017320","2","221","north-park-hill","1","0"
"2019183617","2019183617540100","5401","0","traffic-accident-hit-and-run","traffic-accident","3/23/2019 6:30:00 PM","","3/23/2019 8:00:00 PM","I25 HWYNB / W 6TH AVE","3136918","1689574","-105.01322930","39.72567650","1","123","baker","0","1"
"2019184786","2019184786240400","2404","0","theft-of-motor-vehicle","auto-theft","3/24/2019 2:30:00 AM","3/24/2019 11:34:00 AM","3/24/2019 4:02:00 PM","1400 BLK S CANOSA CT","3135157","1676572","-105.01973430","39.690009","4","422","ruby-hill","1","0"
"2019183936","2019183936299900","2999","0","criminal-mischief-other","public-disorder","3/23/2019 10:50:00 PM","3/23/2019 11:00:00 PM","3/23/2019 11:55:00 PM","1155 N DECATUR ST","3134267","1693018","-105.02258960","39.73516960","1","122","sun-valley","1","0"
"2019185613","2019185613549902","5499","2","vehicular-eluding-no-chase","all-other-crimes","3/24/2019 8:06:00 PM","","3/24/2019 8:09:00 PM","W 6TH AVE FWY / N FEDERAL BLVD","3133596","1689582","-105.02503930","39.72574680","1","122","sun-valley","1","0"
"2019183746","2019183746544400","5444","0","traf-habitual-offender","all-other-crimes","3/23/2019 9:17:00 PM","","3/23/2019 10:10:00 PM","3100 BLOCK N ELM ST","3160444","1702595","-104.92930090","39.76104560","2","221","north-park-hill","1","0"
"20196002478","20196002478239901","2399","1","theft-bicycle","larceny","3/1/2019 12:00:00 AM","3/21/2019 4:00:00 PM","3/22/2019 9:54:00 AM","3377 BLAKE ST","3146808","1704800","-104.977758","39.76732380","2","211","five-points","1","0"
"2019182422","2019182422299902","2999","2","criminal-mischief-graffiti","public-disorder","3/23/2019 3:30:00 AM","3/23/2019 4:30:00 AM","3/23/2019 6:23:00 AM","N SHERIDAN BLVD / W 6TH AVE","3125658","1689508","-105.05326130","39.72565420","4","411","barnum-west","1","0"
"2019183112","2019183112544100","5441","0","traffic-accident","traffic-accident","3/23/2019 2:35:00 PM","","3/23/2019 2:37:00 PM","W 38TH AVE / N IRVING ST","3132126","1705477","-105.029973","39.76940240","1","113","west-highland","0","1"
"2019183332","2019183332521300","5213","0","weapon-unlawful-discharge-of","all-other-crimes","3/22/2019 10:00:00 PM","3/23/2019 5:36:00 PM","3/23/2019 5:36:00 PM","200 BLOCK S WEIR DR","3127325","1684918","-105.04741620","39.713031","4","411","barnum-west","1","0"
"2019181228","2019181228131600","1316","0","threats-to-injure","public-disorder","3/22/2019 3:45:00 PM","","3/22/2019 3:45:00 PM","600 BLOCK E COLFAX AVE","3146300","1694801","-104.97976870","39.73988290","6","623","capitol-hill","1","0"
"2019184103","2019184103540100","5401","0","traffic-accident-hit-and-run","traffic-accident","3/24/2019 12:44:00 AM","","3/24/2019 12:44:00 AM","00 BLK N WOLFF ST","3127206","1686729","-105.04780710","39.71800420","4","411","barnum-west","0","1"
"2019181281","2019181281570700","5707","0","criminal-trespassing","all-other-crimes","3/22/2019 4:08:00 PM","","3/22/2019 4:42:00 PM","E 1ST AVE / N DOWNING ST","3148184","1686912","-104.97323220","39.71819630","3","311","speer","1","0"
